"V1" "V2"
"101816" "HMDB0112782" "LMGP03010785"
"101819" "HMDB0112785" "LMGP03010786"
"101822" "HMDB0112788" "LMGP03010789"
"101823" "HMDB0112789" "LMGP03010790"
"101824" "HMDB0112790" "LMGP03010791"
"101825" "HMDB0112791" "LMGP03010793"
"101826" "HMDB0112792" "LMGP03010794"
"101827" "HMDB0112793" "LMGP03010798"
"101829" "HMDB0112795" "LMGP03010799"
"101830" "HMDB0112796" "LMGP03010800"
"101831" "HMDB0112797" "LMGP03010801"
"101832" "HMDB0112798" "LMGP03010802"
"101833" "HMDB0112799" "LMGP03010803"
"101834" "HMDB0112800" "LMGP03010806"
"101835" "HMDB0112801" "LMGP03010807"
"101836" "HMDB0112802" "LMGP03010808"
"101838" "HMDB0112804" "LMGP03010809"
"101839" "HMDB0112805" "LMGP03010810"
"101841" "HMDB0112807" "LMGP03010813"
"101843" "HMDB0112809" "LMGP03010815"
"101844" "HMDB0112810" "LMGP03010816"
"101898" "HMDB0112864" "LMGP03010821"
"101900" "HMDB0112866" "LMGP03010830"
"101901" "HMDB0112867" "LMGP03010832"
"101902" "HMDB0112868" "LMGP03010835"
"101903" "HMDB0112869" "LMGP03010836"
"101904" "HMDB0112870" "LMGP03010837"
"101907" "HMDB0112873" "LMGP03010840"
"101909" "HMDB0112875" "LMGP03010844"
"101910" "HMDB0112876" "LMGP03010845"
"103803" "HMDB0114771" "LMGP10010021"
"103811" "HMDB0114779" "LMGP10010929"
"103812" "HMDB0114780" "LMGP10010097"
"103813" "HMDB0114781" "LMGP10010928"
"103814" "HMDB0114782" "LMGP10010927"
"103815" "HMDB0114783" "LMGP10010926"
"103817" "HMDB0114785" "LMGP10010925"
"103819" "HMDB0114787" "LMGP10010924"
"103820" "HMDB0114788" "LMGP10010923"
"103822" "HMDB0114790" "LMGP10010106"
"103824" "HMDB0114792" "LMGP10010922"
"103827" "HMDB0114795" "LMGP10010109"
"103828" "HMDB0114796" "LMGP10010119"
"103829" "HMDB0114797" "LMGP10010120"
"103830" "HMDB0114798" "LMGP10010121"
"103831" "HMDB0114799" "LMGP10010122"
"103833" "HMDB0114801" "LMGP10010129"
"103835" "HMDB0114803" "LMGP10010130"
"103837" "HMDB0114805" "LMGP10010134"
"103838" "HMDB0114806" "LMGP10010135"
"103841" "HMDB0114809" "LMGP10010136"
"103843" "HMDB0114812" "LMGP10010138"
"103844" "HMDB0114813" "LMGP10010139"
"103845" "HMDB0114814" "LMGP10010916"
"103846" "HMDB0114815" "LMGP10010915"
"103847" "HMDB0114816" "LMGP10010144"
"103848" "HMDB0114817" "LMGP10010145"
"103849" "HMDB0114818" "LMGP10010146"
"103850" "HMDB0114819" "LMGP10010148"
"103852" "HMDB0114821" "LMGP10010152"
"103854" "HMDB0114823" "LMGP10010153"
"103855" "HMDB0114824" "LMGP10010154"
"103857" "HMDB0114826" "LMGP10010156"
"103858" "HMDB0114827" "LMGP10010157"
"103861" "HMDB0114830" "LMGP10010158"
"103864" "HMDB0114833" "LMGP10010976"
"103865" "HMDB0114834" "LMGP10010191"
"103866" "HMDB0114835" "LMGP10010912"
"103867" "HMDB0114836" "LMGP10010907"
"103868" "HMDB0114837" "LMGP10010975"
"103869" "HMDB0114838" "LMGP10010906"
"103870" "HMDB0114839" "LMGP10010973"
"103872" "HMDB0114841" "LMGP10010025"
"103873" "HMDB0114842" "LMGP10010904"
"103874" "HMDB0114843" "LMGP10010971"
"103876" "HMDB0114845" "LMGP10010198"
"103877" "HMDB0114846" "LMGP10010970"
"103880" "HMDB0114849" "LMGP10010038"
"103883" "HMDB0114852" "LMGP10010201"
"103884" "HMDB0114853" "LMGP10010202"
"103885" "HMDB0114854" "LMGP10010203"
"103886" "HMDB0114855" "LMGP10010205"
"103887" "HMDB0114856" "LMGP10010902"
"103888" "HMDB0114857" "LMGP10010210"
"103889" "HMDB0114858" "LMGP10010211"
"103890" "HMDB0114859" "LMGP10010901"
"103892" "HMDB0114861" "LMGP10010900"
"103894" "HMDB0114863" "LMGP10010218"
"103895" "HMDB0114864" "LMGP10010220"
"103897" "HMDB0114866" "LMGP10010222"
"103898" "HMDB0114867" "LMGP10010223"
"103901" "HMDB0114870" "LMGP10010899"
"103904" "HMDB0114873" "LMGP10010889"
"103905" "HMDB0114874" "LMGP10010307"
"103906" "HMDB0114875" "LMGP10010308"
"103907" "HMDB0114876" "LMGP10010888"
"103908" "HMDB0114877" "LMGP10010887"
"103909" "HMDB0114878" "LMGP10010313"
"103910" "HMDB0114879" "LMGP10010314"
"103911" "HMDB0114880" "LMGP10010886"
"103912" "HMDB0114881" "LMGP10010967"
"103913" "HMDB0114882" "LMGP10010966"
"103915" "HMDB0114884" "LMGP10010024"
"103917" "HMDB0114886" "LMGP10010884"
"103918" "HMDB0114887" "LMGP10010035"
"103920" "HMDB0114889" "LMGP10010319"
"103921" "HMDB0114890" "LMGP10010883"
"103924" "HMDB0114893" "LMGP10010039"
"103952" "HMDB0114921" "LMGP10010882"
"103953" "HMDB0114922" "LMGP10010322"
"103954" "HMDB0114923" "LMGP10010323"
"103955" "HMDB0114924" "LMGP10010964"
"103956" "HMDB0114925" "LMGP10010881"
"103957" "HMDB0114926" "LMGP10010963"
"103958" "HMDB0114927" "LMGP10010961"
"103959" "HMDB0114928" "LMGP10010328"
"103960" "HMDB0114929" "LMGP10010880"
"103961" "HMDB0114930" "LMGP10010329"
"103962" "HMDB0114931" "LMGP10010960"
"103963" "HMDB0114932" "LMGP10010959"
"103965" "HMDB0114934" "LMGP10010879"
"103967" "HMDB0114936" "LMGP10010878"
"103968" "HMDB0114937" "LMGP10010958"
"103970" "HMDB0114939" "LMGP10010336"
"103971" "HMDB0114940" "LMGP10010337"
"103974" "HMDB0114943" "LMGP10010040"
"103977" "HMDB0114946" "LMGP10010340"
"103978" "HMDB0114947" "LMGP10010341"
"103979" "HMDB0114948" "LMGP10010342"
"103980" "HMDB0114949" "LMGP10010877"
"103981" "HMDB0114950" "LMGP10010344"
"103982" "HMDB0114951" "LMGP10010876"
"103984" "HMDB0114953" "LMGP10010348"
"103985" "HMDB0114954" "LMGP10010957"
"103986" "HMDB0114955" "LMGP10010349"
"103987" "HMDB0114956" "LMGP10010350"
"103988" "HMDB0114957" "LMGP10010351"
"103989" "HMDB0114958" "LMGP10010354"
"103990" "HMDB0114959" "LMGP10010355"
"103992" "HMDB0114961" "LMGP10010875"
"103994" "HMDB0114963" "LMGP10010358"
"103995" "HMDB0114964" "LMGP10010360"
"103997" "HMDB0114966" "LMGP10010362"
"103998" "HMDB0114967" "LMGP10010363"
"104001" "HMDB0114970" "LMGP10010874"
"104004" "HMDB0114973" "LMGP10010366"
"104005" "HMDB0114974" "LMGP10010367"
"104006" "HMDB0114975" "LMGP10010368"
"104007" "HMDB0114976" "LMGP10010370"
"104008" "HMDB0114977" "LMGP10010371"
"104009" "HMDB0114978" "LMGP10010375"
"104011" "HMDB0114980" "LMGP10010376"
"104012" "HMDB0114981" "LMGP10010377"
"104013" "HMDB0114982" "LMGP10010378"
"104014" "HMDB0114983" "LMGP10010379"
"104015" "HMDB0114984" "LMGP10010380"
"104016" "HMDB0114985" "LMGP10010383"
"104017" "HMDB0114986" "LMGP10010384"
"104019" "HMDB0114988" "LMGP10010387"
"104021" "HMDB0114990" "LMGP10010388"
"104022" "HMDB0114991" "LMGP10010390"
"104024" "HMDB0114993" "LMGP10010392"
"104025" "HMDB0114994" "LMGP10010393"
"104028" "HMDB0114997" "LMGP10010394"
"104031" "HMDB0115000" "LMGP10010397"
"104032" "HMDB0115001" "LMGP10010398"
"104033" "HMDB0115002" "LMGP10010399"
"104034" "HMDB0115003" "LMGP10010956"
"104035" "HMDB0115004" "LMGP10010401"
"104036" "HMDB0115005" "LMGP10010405"
"104038" "HMDB0115007" "LMGP10010873"
"104039" "HMDB0115008" "LMGP10010406"
"104040" "HMDB0115009" "LMGP10010407"
"104041" "HMDB0115010" "LMGP10010016"
"104042" "HMDB0115011" "LMGP10010408"
"104043" "HMDB0115012" "LMGP10010411"
"104044" "HMDB0115013" "LMGP10010412"
"104046" "HMDB0115015" "LMGP10010415"
"104048" "HMDB0115017" "LMGP10010416"
"104049" "HMDB0115018" "LMGP10010418"
"104051" "HMDB0115020" "LMGP10010420"
"104052" "HMDB0115021" "LMGP10010421"
"104055" "HMDB0115024" "LMGP10010422"
"104058" "HMDB0115027" "LMGP10010425"
"104059" "HMDB0115028" "LMGP10010426"
"104060" "HMDB0115029" "LMGP10010427"
"104061" "HMDB0115030" "LMGP10010429"
"104062" "HMDB0115031" "LMGP10010430"
"104063" "HMDB0115032" "LMGP10010434"
"104065" "HMDB0115034" "LMGP10010435"
"104066" "HMDB0115035" "LMGP10010436"
"104067" "HMDB0115036" "LMGP10010437"
"104068" "HMDB0115037" "LMGP10010438"
"104069" "HMDB0115038" "LMGP10010439"
"104070" "HMDB0115039" "LMGP10010442"
"104071" "HMDB0115040" "LMGP10010443"
"104073" "HMDB0115042" "LMGP10010446"
"104075" "HMDB0115044" "LMGP10010447"
"104076" "HMDB0115045" "LMGP10010449"
"104078" "HMDB0115047" "LMGP10010451"
"104079" "HMDB0115048" "LMGP10010452"
"104082" "HMDB0115051" "LMGP10010453"
"104085" "HMDB0115054" "LMGP10010867"
"104086" "HMDB0115055" "LMGP10010466"
"104087" "HMDB0115056" "LMGP10010472"
"104088" "HMDB0115057" "LMGP10010473"
"104090" "HMDB0115059" "LMGP10010866"
"104091" "HMDB0115060" "LMGP10010865"
"104092" "HMDB0115061" "LMGP10010864"
"104093" "HMDB0115062" "LMGP10010509"
"104094" "HMDB0115063" "LMGP10010510"
"104095" "HMDB0115064" "LMGP10010863"
"104096" "HMDB0115065" "LMGP10010512"
"104097" "HMDB0115066" "LMGP10010513"
"104098" "HMDB0115067" "LMGP10010954"
"104100" "HMDB0115069" "LMGP10010953"
"104101" "HMDB0115070" "LMGP10010952"
"104102" "HMDB0115071" "LMGP10010516"
"104103" "HMDB0115072" "LMGP10010517"
"104104" "HMDB0115073" "LMGP10010951"
"104105" "HMDB0115074" "LMGP10010518"
"104106" "HMDB0115075" "LMGP10010862"
"104107" "HMDB0115076" "LMGP10010950"
"104109" "HMDB0115078" "LMGP10010861"
"104111" "HMDB0115080" "LMGP10010521"
"104112" "HMDB0115081" "LMGP10010522"
"104113" "HMDB0115082" "LMGP10010948"
"104115" "HMDB0115084" "LMGP10010524"
"104116" "HMDB0115085" "LMGP10010525"
"104118" "HMDB0115087" "LMGP10010860"
"104122" "HMDB0115091" "LMGP10010528"
"104123" "HMDB0115092" "LMGP10010529"
"104124" "HMDB0115093" "LMGP10010530"
"104125" "HMDB0115094" "LMGP10010532"
"104126" "HMDB0115095" "LMGP10010533"
"104127" "HMDB0115096" "LMGP10010537"
"104129" "HMDB0115098" "LMGP10010538"
"104130" "HMDB0115099" "LMGP10010539"
"104131" "HMDB0115100" "LMGP10010540"
"104132" "HMDB0115101" "LMGP10010541"
"104133" "HMDB0115102" "LMGP10010542"
"104134" "HMDB0115103" "LMGP10010545"
"104135" "HMDB0115104" "LMGP10010859"
"104137" "HMDB0115106" "LMGP10010548"
"104139" "HMDB0115108" "LMGP10010549"
"104140" "HMDB0115109" "LMGP10010551"
"104142" "HMDB0115111" "LMGP10010553"
"104143" "HMDB0115112" "LMGP10010554"
"104146" "HMDB0115115" "LMGP10010555"
"104175" "HMDB0115144" "LMGP10010620"
"104176" "HMDB0115145" "LMGP10010621"
"104177" "HMDB0115146" "LMGP10010622"
"104178" "HMDB0115147" "LMGP10010858"
"104179" "HMDB0115148" "LMGP10010624"
"104180" "HMDB0115149" "LMGP10010628"
"104182" "HMDB0115151" "LMGP10010629"
"104183" "HMDB0115152" "LMGP10010630"
"104184" "HMDB0115153" "LMGP10010631"
"104185" "HMDB0115154" "LMGP10010632"
"104186" "HMDB0115155" "LMGP10010633"
"104187" "HMDB0115156" "LMGP10010636"
"104188" "HMDB0115157" "LMGP10010637"
"104190" "HMDB0115159" "LMGP10010857"
"104192" "HMDB0115161" "LMGP10010640"
"104193" "HMDB0115162" "LMGP10010642"
"104195" "HMDB0115164" "LMGP10010644"
"104196" "HMDB0115165" "LMGP10010645"
"104199" "HMDB0115168" "LMGP10010646"
"104229" "HMDB0115198" "LMGP10010649"
"104230" "HMDB0115199" "LMGP10010650"
"104231" "HMDB0115200" "LMGP10010651"
"104232" "HMDB0115201" "LMGP10010653"
"104233" "HMDB0115202" "LMGP10010654"
"104235" "HMDB0115204" "LMGP10010856"
"104236" "HMDB0115205" "LMGP10010659"
"104237" "HMDB0115206" "LMGP10010660"
"104238" "HMDB0115207" "LMGP10010661"
"104239" "HMDB0115208" "LMGP10010662"
"104240" "HMDB0115209" "LMGP10010665"
"104241" "HMDB0115210" "LMGP10010666"
"104243" "HMDB0115212" "LMGP10010669"
"104245" "HMDB0115214" "LMGP10010670"
"104246" "HMDB0115215" "LMGP10010672"
"104248" "HMDB0115217" "LMGP10010674"
"104249" "HMDB0115218" "LMGP10010675"
"104252" "HMDB0115221" "LMGP10010855"
"104256" "HMDB0115225" "LMGP10010854"
"104257" "HMDB0115226" "LMGP10010853"
"104258" "HMDB0115227" "LMGP10010852"
"104259" "HMDB0115228" "LMGP10010677"
"104260" "HMDB0115229" "LMGP10010679"
"104261" "HMDB0115230" "LMGP10010681"
"104262" "HMDB0115231" "LMGP10010851"
"104263" "HMDB0115232" "LMGP10010689"
"104264" "HMDB0115233" "LMGP10010691"
"104265" "HMDB0115234" "LMGP10010850"
"104266" "HMDB0115235" "LMGP10010697"
"104269" "HMDB0115238" "LMGP10010849"
"104270" "HMDB0115239" "LMGP10010848"
"104271" "HMDB0115240" "LMGP10010847"
"104272" "HMDB0115241" "LMGP10010701"
"104273" "HMDB0115242" "LMGP10010702"
"104274" "HMDB0115243" "LMGP10010704"
"104275" "HMDB0115244" "LMGP10010705"
"104276" "HMDB0115245" "LMGP10010706"
"104277" "HMDB0115246" "LMGP10010846"
"104279" "HMDB0115248" "LMGP10010709"
"104280" "HMDB0115249" "LMGP10010710"
"104281" "HMDB0115250" "LMGP10010711"
"104282" "HMDB0115251" "LMGP10010712"
"104283" "HMDB0115252" "LMGP10010713"
"104284" "HMDB0115253" "LMGP10010715"
"104285" "HMDB0115254" "LMGP10010946"
"104287" "HMDB0115256" "LMGP10010718"
"104289" "HMDB0115258" "LMGP10010719"
"104290" "HMDB0115259" "LMGP10010720"
"104291" "HMDB0115260" "LMGP10010945"
"104293" "HMDB0115262" "LMGP10010722"
"104294" "HMDB0115263" "LMGP10010723"
"104297" "HMDB0115266" "LMGP10010043"
"104327" "HMDB0115296" "LMGP10010757"
"104328" "HMDB0115297" "LMGP10010758"
"104329" "HMDB0115298" "LMGP10010759"
"104330" "HMDB0115299" "LMGP10010761"
"104331" "HMDB0115300" "LMGP10010762"
"104332" "HMDB0115301" "LMGP10010766"
"104334" "HMDB0115303" "LMGP10010767"
"104335" "HMDB0115304" "LMGP10010768"
"104336" "HMDB0115305" "LMGP10010769"
"104337" "HMDB0115306" "LMGP10010770"
"104338" "HMDB0115307" "LMGP10010771"
"104339" "HMDB0115308" "LMGP10010774"
"104340" "HMDB0115309" "LMGP10010775"
"104342" "HMDB0115311" "LMGP10010778"
"104344" "HMDB0115313" "LMGP10010779"
"104345" "HMDB0115314" "LMGP10010781"
"104347" "HMDB0115316" "LMGP10010783"
"104348" "HMDB0115317" "LMGP10010784"
"104351" "HMDB0115320" "LMGP10010785"
"104354" "HMDB0115323" "LMGP10010788"
"104355" "HMDB0115324" "LMGP10010789"
"104356" "HMDB0115325" "LMGP10010790"
"104357" "HMDB0115326" "LMGP10010792"
"104358" "HMDB0115327" "LMGP10010793"
"104359" "HMDB0115328" "LMGP10010797"
"104361" "HMDB0115330" "LMGP10010798"
"104362" "HMDB0115331" "LMGP10010799"
"104363" "HMDB0115332" "LMGP10010800"
"104364" "HMDB0115333" "LMGP10010802"
"104365" "HMDB0115334" "LMGP10010805"
"104366" "HMDB0115335" "LMGP10010806"
"104368" "HMDB0115337" "LMGP10010809"
"104370" "HMDB0115339" "LMGP10010810"
"104371" "HMDB0115340" "LMGP10010812"
"104373" "HMDB0115342" "LMGP10010814"
"104374" "HMDB0115343" "LMGP10010815"
"104377" "HMDB0115346" "LMGP10010042"
"104432" "HMDB0115401" "LMGP10010818"
"104433" "HMDB0115402" "LMGP10010819"
"104434" "HMDB0115403" "LMGP10010820"
"104435" "HMDB0115404" "LMGP10010845"
"104436" "HMDB0115405" "LMGP10010822"
"104437" "HMDB0115406" "LMGP10010826"
"104439" "HMDB0115408" "LMGP10010827"
"104440" "HMDB0115409" "LMGP10010828"
"104441" "HMDB0115410" "LMGP10010829"
"104442" "HMDB0115411" "LMGP10010830"
"104443" "HMDB0115412" "LMGP10010831"
"104444" "HMDB0115413" "LMGP10010834"
"104445" "HMDB0115414" "LMGP10010835"
"104447" "HMDB0115416" "LMGP10010838"
"104449" "HMDB0115418" "LMGP10010839"
"104450" "HMDB0115419" "LMGP10010841"
"104452" "HMDB0115421" "LMGP10010843"
"104453" "HMDB0115422" "LMGP10010844"
"104456" "HMDB0115425" "LMGP10010041"
"104524" "HMDB0115493" "LMGP10010569"
"104526" "HMDB0115495" "LMGP10010600"
"104528" "HMDB0115497" "LMGP10010609"
"104529" "HMDB0115498" "LMGP10010638"
"104530" "HMDB0115499" "LMGP10010639"
"104533" "HMDB0115502" "LMGP10010836"
"104534" "HMDB0115503" "LMGP10010837"
"104535" "HMDB0115504" "LMGP10010101"
"104536" "HMDB0115505" "LMGP10010102"
"104537" "HMDB0115506" "LMGP10010127"
"104538" "HMDB0115507" "LMGP10010128"
"104539" "HMDB0115508" "LMGP10010150"
"104540" "HMDB0115509" "LMGP10010151"
"104541" "HMDB0115510" "LMGP10010195"
"104542" "HMDB0115511" "LMGP10010905"
"104543" "HMDB0115512" "LMGP10010216"
"104544" "HMDB0115513" "LMGP10010217"
"104545" "HMDB0115514" "LMGP10010965"
"104546" "HMDB0115515" "LMGP10010885"
"104549" "HMDB0115518" "LMGP10010332"
"104550" "HMDB0115519" "LMGP10010333"
"104551" "HMDB0115520" "LMGP10010356"
"104552" "HMDB0115521" "LMGP10010357"
"104553" "HMDB0115522" "LMGP10010385"
"104554" "HMDB0115523" "LMGP10010386"
"104555" "HMDB0115524" "LMGP10010413"
"104556" "HMDB0115525" "LMGP10010414"
"104557" "HMDB0115526" "LMGP10010444"
"104558" "HMDB0115527" "LMGP10010445"
"104559" "HMDB0115528" "LMGP10010949"
"104560" "HMDB0115529" "LMGP10010520"
"104561" "HMDB0115530" "LMGP10010546"
"104562" "HMDB0115531" "LMGP10010547"
"104563" "HMDB0115532" "LMGP10010558"
"104564" "HMDB0115533" "LMGP10010559"
"104565" "HMDB0115534" "LMGP10010560"
"104566" "HMDB0115535" "LMGP10010562"
"104567" "HMDB0115536" "LMGP10010563"
"104568" "HMDB0115537" "LMGP10010567"
"104570" "HMDB0115539" "LMGP10010568"
"104571" "HMDB0115540" "LMGP10010570"
"104572" "HMDB0115541" "LMGP10010571"
"104573" "HMDB0115542" "LMGP10010572"
"104574" "HMDB0115543" "LMGP10010575"
"104575" "HMDB0115544" "LMGP10010576"
"104576" "HMDB0115545" "LMGP10010577"
"104578" "HMDB0115547" "LMGP10010578"
"104579" "HMDB0115548" "LMGP10010579"
"104581" "HMDB0115550" "LMGP10010580"
"104582" "HMDB0115551" "LMGP10010582"
"104584" "HMDB0115553" "LMGP10010584"
"104585" "HMDB0115554" "LMGP10010585"
"104588" "HMDB0115557" "LMGP10010586"
"104592" "HMDB0115561" "LMGP10010589"
"104593" "HMDB0115562" "LMGP10010590"
"104594" "HMDB0115563" "LMGP10010591"
"104595" "HMDB0115564" "LMGP10010593"
"104596" "HMDB0115565" "LMGP10010594"
"104597" "HMDB0115566" "LMGP10010598"
"104599" "HMDB0115568" "LMGP10010599"
"104600" "HMDB0115569" "LMGP10010601"
"104601" "HMDB0115570" "LMGP10010602"
"104602" "HMDB0115571" "LMGP10010603"
"104603" "HMDB0115572" "LMGP10010606"
"104604" "HMDB0115573" "LMGP10010607"
"104605" "HMDB0115574" "LMGP10010608"
"104606" "HMDB0115575" "LMGP10010610"
"104608" "HMDB0115577" "LMGP10010611"
"104609" "HMDB0115578" "LMGP10010613"
"104611" "HMDB0115580" "LMGP10010615"
"104612" "HMDB0115581" "LMGP10010616"
"104615" "HMDB0115584" "LMGP10010617"
"104618" "HMDB0115587" "LMGP10010667"
"104619" "HMDB0115588" "LMGP10010668"
"104620" "HMDB0115589" "LMGP10010716"
"104621" "HMDB0115590" "LMGP10010717"
"104625" "HMDB0115594" "LMGP10010776"
"104626" "HMDB0115595" "LMGP10010777"
"104627" "HMDB0115596" "LMGP10010807"
"104628" "HMDB0115597" "LMGP10010808"
"105606" "HMDB0116576" "LMGP04010541"
"105607" "HMDB0116577" "LMGP04010571"
"105611" "HMDB0116581" "LMGP04010602"
"105613" "HMDB0116583" "LMGP04010611"
"105614" "HMDB0116584" "LMGP04010632"
"105615" "HMDB0116585" "LMGP04010639"
"105616" "HMDB0116586" "LMGP04010640"
"105618" "HMDB0116588" "LMGP04010641"
"105619" "HMDB0116589" "LMGP04010858"
"105630" "HMDB0116600" "LMGP04010829"
"105631" "HMDB0116601" "LMGP04010837"
"105633" "HMDB0116603" "LMGP04010838"
"105635" "HMDB0116605" "LMGP04010977"
"105636" "HMDB0116606" "LMGP04010859"
"105637" "HMDB0116607" "LMGP04010630"
"105638" "HMDB0116608" "LMGP04010626"
"105640" "HMDB0116610" "LMGP04010631"
"105643" "HMDB0116613" "LMGP04010044"
"105659" "HMDB0116629" "LMGP04010846"
"105660" "HMDB0116630" "LMGP04010827"
"105661" "HMDB0116631" "LMGP04010823"
"105663" "HMDB0116633" "LMGP04010828"
"105729" "HMDB0116699" "LMGP10010105"
"105734" "HMDB0116704" "LMGP10010658"
"105735" "HMDB0116705" "LMGP10010947"
"105737" "HMDB0116707" "LMGP10010801"
"105772" "HMDB0116742" "LMGP04010839"
"105779" "HMDB0116749" "LMGP03010158"
"105782" "HMDB0116752" "LMGP03010331"
"105783" "HMDB0116753" "LMGP03010380"
"105784" "HMDB0116754" "LMGP03010387"
"105787" "HMDB0116757" "LMGP03010401"
"105788" "HMDB0116758" "LMGP03010445"
"105791" "HMDB0116761" "LMGP03010544"
"105793" "HMDB0116763" "LMGP03010572"
"105794" "HMDB0116764" "LMGP03010582"
"105795" "HMDB0116765" "LMGP03010588"
"105797" "HMDB0116767" "LMGP03010613"
"105798" "HMDB0116768" "LMGP03010617"
"105804" "HMDB0116774" "LMGP03010661"
"105809" "HMDB0116779" "LMGP03010778"
"105810" "HMDB0116780" "LMGP03010780"
"105811" "HMDB0116781" "LMGP03010811"
"105812" "HMDB0116782" "LMGP01030018"
"105822" "HMDB0116792" "LMGP03010842"
"113781" "HMDB0124861" "LMPK12110873"
"113782" "HMDB0124862" "LMPK12110879"
"113837" "HMDB0124930" "LMPK12120482"
"114010" "HMDB0125117" "LMPK12010006"
"114757" "HMDB0126017" "LMPK12110940"
"115197" "HMDB0126573" "LMPK12112315"
"116026" "HMDB0127505" "LMPK12112038"
"116858" "HMDB0128455" "LMPK12090041"
"116956" "HMDB0128576" "LMPK12111170"
"116957" "HMDB0128577" "LMPK12111166"
"116960" "HMDB0128582" "LMPK12111098"
"116962" "HMDB0128589" "LMPK12111164"
"116964" "HMDB0128592" "LMPK12111100"
"117496" "HMDB0129257" "LMPK12120213"
"117520" "HMDB0129281" "LMPK12113238"
"117523" "HMDB0129284" "LMPK12113235"
"118316" "HMDB0130255" "LMPK12113000"
"118317" "HMDB0130256" "LMPK12113001"
"118318" "HMDB0130257" "LMPK12113003"
"118319" "HMDB0130258" "LMPK12112998"
"118321" "HMDB0130260" "LMPK12113054"
"118324" "HMDB0130263" "LMPK12112996"
"118329" "HMDB0130268" "LMPK12112989"
"118331" "HMDB0130270" "LMPK12112990"
"118369" "HMDB0130318" "LMPK12111232"
"118406" "HMDB0130362" "LMPK12050059"
"118422" "HMDB0130378" "LMPK12050450"
"118423" "HMDB0130379" "LMPK12050057"
"118512" "HMDB0130663" "LMPK12111470"
"118514" "HMDB0130666" "LMPK12111435"
"118521" "HMDB0130879" "LMPK12080038"
"118523" "HMDB0130883" "LMPK12080039"
"118561" "HMDB0131941" "LMPK12111237"
"118573" "HMDB0132205" "LMPK12111469"
"118584" "HMDB0132454" "LMPK12111029"
"118773" "HMDB0132849" "LMPK12050100"
"118774" "HMDB0132850" "LMPK12050101"
"118776" "HMDB0132852" "LMPK12050384"
"118812" "HMDB0132889" "LMPK12120549"
"118815" "HMDB0132892" "LMPK12120309"
"118816" "HMDB0132893" "LMPK12120300"
"118822" "HMDB0132899" "LMPK12120545"
"118831" "HMDB0132908" "LMPK12120513"
"118834" "HMDB0132911" "LMPK12120338"
"118835" "HMDB0132912" "LMPK12120557"
"118836" "HMDB0132913" "LMPK12120245"
"118837" "HMDB0132914" "LMPK12120512"
"118938" "HMDB0133050" "LMPK12120486"
"119155" "HMDB0133298" "LMPK12140090"
"119178" "HMDB0133330" "LMPK12110043"
"119189" "HMDB0133341" "LMPK12110826"
"119217" "HMDB0133369" "LMPK12110735"
"119219" "HMDB0133371" "LMPK12140368"
"119562" "HMDB0133830" "LMPK12112641"
"119661" "HMDB0133956" "LMPK12120152"
"119682" "HMDB0133977" "LMPK12120145"
"119688" "HMDB0133983" "LMPK12120336"
"119689" "HMDB0133984" "LMPK12120555"
"119708" "HMDB0134006" "LMPK12050086"
"119710" "HMDB0134009" "LMPK12050328"
"119723" "HMDB0134022" "LMPK12050149"
"120497" "HMDB0134900" "LMPK12140605"
"121268" "HMDB0136121" "LMPK12113353"
"121269" "HMDB0136138" "LMPK12113336"
"121271" "HMDB0136142" "LMPK12113335"
"121301" "HMDB0137144" "LMPK12110893"
"121331" "HMDB0137980" "LMPK12113312"
"121333" "HMDB0137982" "LMPK12113316"
"121334" "HMDB0137983" "LMPK12113311"
"121338" "HMDB0137995" "LMPK12113309"
"121339" "HMDB0137996" "LMPK12113296"
"121341" "HMDB0137999" "LMPK12113294"
"121342" "HMDB0138002" "LMPK12113292"
"121344" "HMDB0138018" "LMPK12111336"
"121345" "HMDB0138022" "LMPK12111411"
"121374" "HMDB0140276" "LMPK12120550"
"121379" "HMDB0140286" "LMPK12120546"
"121380" "HMDB0140287" "LMPK12120538"
"121396" "HMDB0140457" "LMPK12110051"
"121412" "HMDB0140564" "LMPK12050258"
"121475" "HMDB0141337" "LMPK12140214"
"121483" "HMDB0141945" "LMPK12050134"
"121484" "HMDB0141947" "LMPK12160054"
"121538" "HMDB0170858" "LMFA01020110"
