"V1" "V2"
"21766" "HMDB0029545" "LMPK12111478"
"21767" "HMDB0029546" "LMPK12111486"
"21772" "HMDB0029551" "LMFA11000332"
"21800" "HMDB0029581" "LMFA01030100"
"21807" "HMDB0029592" "LMGL03012615"
"21810" "HMDB0029595" "LMFA11000579"
"21815" "HMDB0029600" "LMFA11000007"
"21818" "HMDB0029603" "LMFA11000583"
"21823" "HMDB0029608" "LMFA01020029"
"21845" "HMDB0029632" "LMFA05000213"
"21887" "HMDB0029677" "LMPK12110090"
"21900" "HMDB0029690" "LMFA06000108"
"21903" "HMDB0029695" "LMFA06000107"
"21907" "HMDB0029701" "LMFA11000349"
"21955" "HMDB0029754" "LMPK12030001"
"22011" "HMDB0029811" "LMFA07010471"
"22015" "HMDB0029815" "LMST01010097"
"22045" "HMDB0029847" "LMPR01070133"
"22062" "HMDB0029866" "LMPK12140288"
"22066" "HMDB0029870" "LMPK12050449"
"22098" "HMDB0029905" "LMPK12111523"
"22166" "HMDB0029980" "LMFA07010184"
"22185" "HMDB0029999" "LMPK12111517"
"22189" "HMDB0030003" "LMFA05000059"
"22203" "HMDB0030017" "LMPR02030001"
"22210" "HMDB0030024" "LMST01080007"
"22214" "HMDB0030028" "LMFA07010511"
"22233" "HMDB0030047" "LMST01080019"
"22234" "HMDB0030048" "LMST01080005"
"22243" "HMDB0030058" "LMFA07010411"
"22244" "HMDB0030059" "LMFA07010412"
"22247" "HMDB0030062" "LMFA07010410"
"22272" "HMDB0030088" "LMPR0102010020"
"22273" "HMDB0030089" "LMPR0102010021"
"22274" "HMDB0030090" "LMPK12140571"
"22276" "HMDB0030092" "LMFA11000573"
"22278" "HMDB0030094" "LMPR0106140004"
"22279" "HMDB0030095" "LMPK12113017"
"22309" "HMDB0030126" "LMFA05000107"
"22324" "HMDB0030141" "LMPK12090009"
"22342" "HMDB0030159" "LMPK12113327"
"22343" "HMDB0030160" "LMPK12113344"
"22344" "HMDB0030161" "LMPK12113343"
"22360" "HMDB0030180" "LMST01010209"
"22414" "HMDB0030234" "LMPK12120297"
"22488" "HMDB0030309" "LMFA11000685"
"22624" "HMDB0030450" "LMPK12110420"
"22642" "HMDB0030469" "LMFA07010467"
"22661" "HMDB0030489" "LMPK12111532"
"22667" "HMDB0030495" "LMPK12111510"
"22693" "HMDB0030526" "LMPK12080028"
"22708" "HMDB0030543" "LMPK12110941"
"22709" "HMDB0030544" "LMPK12113093"
"22710" "HMDB0030545" "LMPK12113094"
"22711" "HMDB0030546" "LMPK12111365"
"22712" "HMDB0030547" "LMPK12112864"
"22726" "HMDB0030564" "LMPK13090012"
"22729" "HMDB0030567" "LMPK12070076"
"22736" "HMDB0030575" "LMPK12111167"
"22746" "HMDB0030587" "LMPK12112995"
"22765" "HMDB0030611" "LMPK12113249"
"22770" "HMDB0030617" "LMPK12050265"
"22772" "HMDB0030621" "LMPK12111540"
"22777" "HMDB0030628" "LMPK12110052"
"22778" "HMDB0030629" "LMPK12110053"
"22779" "HMDB0030630" "LMPK12110900"
"22799" "HMDB0030660" "LMPK12113010"
"22804" "HMDB0030667" "LMPK12110799"
"22807" "HMDB0030670" "LMPK13040006"
"22814" "HMDB0030679" "LMPK12050060"
"22819" "HMDB0030686" "LMPK12111541"
"22823" "HMDB0030696" "LMPK12111444"
"22825" "HMDB0030698" "LMPK12050159"
"22837" "HMDB0030718" "LMPK12050054"
"22838" "HMDB0030719" "LMPK12110102"
"22839" "HMDB0030720" "LMPK12110062"
"22893" "HMDB0030811" "LMPK12113159"
"22894" "HMDB0030812" "LMPK12111473"
"22899" "HMDB0030822" "LMPK12020036"
"22905" "HMDB0030829" "LMPK13040002"
"22914" "HMDB0030842" "LMPK12111071"
"22937" "HMDB0030875" "LMPK12120320"
"22979" "HMDB0030921" "LMFA07040050"
"22981" "HMDB0030924" "LMFA12000177"
"22982" "HMDB0030925" "LMFA01010030"
"22985" "HMDB0030928" "LMFA06000074"
"22987" "HMDB0030930" "LMFA11000331"
"22993" "HMDB0030936" "LMFA02000221"
"22998" "HMDB0030941" "LMFA06000064"
"23000" "HMDB0030943" "LMFA12000062"
"23008" "HMDB0030952" "LMFA05000060"
"23013" "HMDB0030957" "LMFA05000136"
"23015" "HMDB0030959" "LMFA05000134"
"23018" "HMDB0030962" "LMFA01030144"
"23021" "HMDB0030965" "LMFA06000099"
"23022" "HMDB0030966" "LMFA05000488"
"23027" "HMDB0030972" "LMFA01060055"
"23028" "HMDB0030973" "LMFA01060056"
"23031" "HMDB0030978" "LMFA01060058"
"23032" "HMDB0030979" "LMFA02000245"
"23033" "HMDB0030981" "LMFA02000255"
"23034" "HMDB0030982" "LMFA01060100"
"23047" "HMDB0030995" "LMFA10000001"
"23048" "HMDB0030996" "LMFA10000002"
"23049" "HMDB0030997" "LMFA01140007"
"23050" "HMDB0030998" "LMFA07010455"
"23051" "HMDB0030999" "LMFA06000053"
"23054" "HMDB0031002" "LMFA01030198"
"23055" "HMDB0031003" "LMFA01030033"
"23060" "HMDB0031008" "LMFA02000174"
"23064" "HMDB0031012" "LMGL02010002"
"23065" "HMDB0031013" "LMFA01030400"
"23070" "HMDB0031018" "LMFA07010463"
"23071" "HMDB0031019" "LMFA12000163"
"23072" "HMDB0031020" "LMFA06000072"
"23081" "HMDB0031036" "LMFA12000005"
"23084" "HMDB0031039" "LMFA06000097"
"23085" "HMDB0031040" "LMFA12000046"
"23091" "HMDB0031046" "LMFA01030289"
"23097" "HMDB0031052" "LMFA12000187"
"23098" "HMDB0031053" "LMFA01030055"
"23100" "HMDB0031055" "LMFA01030713"
"23102" "HMDB0031057" "LMFA01050047"
"23111" "HMDB0031066" "LMFA01020014"
"23112" "HMDB0031067" "LMFA01020011"
"23113" "HMDB0031068" "LMFA01020010"
"23114" "HMDB0031069" "LMFA11000352"
"23116" "HMDB0031071" "LMFA11000354"
"23117" "HMDB0031072" "LMFA01020007"
"23119" "HMDB0031074" "LMGL01010001"
"23120" "HMDB0031075" "LMGL01010003"
"23122" "HMDB0031078" "LMFA06000083"
"23125" "HMDB0031081" "LMFA12000056"
"23126" "HMDB0031082" "LMFA11000327"
"23127" "HMDB0031083" "LMFA11000523"
"23133" "HMDB0031090" "LMGL03012206"
"23140" "HMDB0031097" "LMFA01030566"
"23147" "HMDB0031106" "LMGL03010031"
"23148" "HMDB0031107" "LMGL03010716"
"23150" "HMDB0031110" "LMGL03012619"
"23166" "HMDB0031126" "LMFA01150002"
"23168" "HMDB0031128" "LMFA06000067"
"23243" "HMDB0031205" "LMFA11000436"
"23244" "HMDB0031206" "LMFA06000251"
"23259" "HMDB0031221" "LMFA01020077"
"23268" "HMDB0031230" "LMFA01020087"
"23274" "HMDB0031236" "LMPK12120257"
"23286" "HMDB0031248" "LMFA07010503"
"23302" "HMDB0031265" "LMFA05000092"
"23303" "HMDB0031266" "LMFA12000052"
"23304" "HMDB0031267" "LMFA12000053"
"23305" "HMDB0031268" "LMFA12000148"
"23307" "HMDB0031270" "LMFA11000323"
"23308" "HMDB0031271" "LMFA01030026"
"23327" "HMDB0031291" "LMFA07010446"
"23330" "HMDB0031294" "LMFA12000054"
"23331" "HMDB0031295" "LMFA12000055"
"23332" "HMDB0031296" "LMFA05000126"
"23335" "HMDB0031299" "LMFA05000090"
"23344" "HMDB0031309" "LMFA12000011"
"23366" "HMDB0031331" "LMFA01090068"
"23435" "HMDB0031408" "LMFA05000510"
"23436" "HMDB0031409" "LMFA12000044"
"23458" "HMDB0031438" "LMPR0106090002"
"23462" "HMDB0031444" "LMFA11000004"
"23463" "HMDB0031445" "LMFA11000591"
"23465" "HMDB0031447" "LMFA11000575"
"23468" "HMDB0031450" "LMFA11000568"
"23472" "HMDB0031455" "LMFA11000655"
"23490" "HMDB0031475" "LMFA06000001"
"23491" "HMDB0031476" "LMFA12000013"
"23494" "HMDB0031479" "LMFA05000122"
"23495" "HMDB0031480" "LMFA07010186"
"23496" "HMDB0031481" "LMFA05000483"
"23497" "HMDB0031482" "LMFA12000047"
"23499" "HMDB0031484" "LMFA01030012"
"23500" "HMDB0031486" "LMFA12000103"
"23501" "HMDB0031487" "LMFA12000104"
"23505" "HMDB0031491" "LMFA12000247"
"23506" "HMDB0031492" "LMFA12000016"
"23510" "HMDB0031498" "LMFA06000110"
"23512" "HMDB0031501" "LMFA01030779"
"23521" "HMDB0031511" "LMFA12000071"
"23526" "HMDB0031516" "LMFA12000022"
"23529" "HMDB0031519" "LMFA12000335"
"23537" "HMDB0031527" "LMFA05000104"
"23541" "HMDB0031531" "LMFA07040021"
"23556" "HMDB0031549" "LMFA12000037"
"23563" "HMDB0031557" "LMFA01020244"
"23569" "HMDB0031563" "LMFA12000030"
"23585" "HMDB0031580" "LMFA01020074"
"23588" "HMDB0031583" "LMFA11000606"
"23591" "HMDB0031587" "LMFA01020391"
"23592" "HMDB0031588" "LMFA01020242"
"23597" "HMDB0031594" "LMFA01020080"
"23598" "HMDB0031595" "LMFA01020083"
"23605" "HMDB0031602" "LMFA01030007"
"23607" "HMDB0031604" "LMFA05000110"
"23609" "HMDB0031606" "LMFA12000034"
"23610" "HMDB0031607" "LMFA12000069"
"23623" "HMDB0031620" "LMPK12050462"
"23647" "HMDB0031647" "LMFA01030193"
"23648" "HMDB0031648" "LMFA12000075"
"23674" "HMDB0031679" "LMFA02000161"
"23676" "HMDB0031681" "LMFA07040012"
"23678" "HMDB0031683" "LMFA07040042"
"23681" "HMDB0031686" "LMFA06000034"
"23700" "HMDB0031705" "LMPK12120154"
"23710" "HMDB0031715" "LMPK12050102"
"23715" "HMDB0031720" "LMPK12050081"
"23747" "HMDB0031759" "LMFA06000120"
"23818" "HMDB0031834" "LMFA06000127"
"23904" "HMDB0031922" "LMPK12120456"
"23909" "HMDB0031928" "LMFA05000027"
"23979" "HMDB0032005" "LMPK12120455"
"24009" "HMDB0032041" "LMPK12120464"
"24010" "HMDB0032042" "LMFA07010652"
"24019" "HMDB0032051" "LMPR0102090045"
"24150" "HMDB0032207" "LMFA01030022"
"24155" "HMDB0032212" "LMFA12000156"
"24157" "HMDB0032214" "LMFA07010207"
"24190" "HMDB0032248" "LMFA01030043"
"24191" "HMDB0032249" "LMFA07010424"
"24213" "HMDB0032275" "LMFA07010522"
"24239" "HMDB0032307" "LMFA07010185"
"24243" "HMDB0032311" "LMFA07010180"
"24244" "HMDB0032312" "LMFA07010639"
"24256" "HMDB0032324" "LMFA07010456"
"24267" "HMDB0032335" "LMFA12000125"
"24290" "HMDB0032368" "LMPR0102090060"
"24364" "HMDB0032446" "LMFA12000017"
"24376" "HMDB0032459" "LMFA01030005"
"24413" "HMDB0032525" "LMFA06000079"
"24414" "HMDB0032526" "LMFA06000081"
"24420" "HMDB0032532" "LMFA05000142"
"24421" "HMDB0032533" "LMFA07010179"
"24423" "HMDB0032535" "LMFA06000043"
"24469" "HMDB0032585" "LMPK12120188"
"24533" "HMDB0032661" "LMFA11000345"
"24542" "HMDB0032671" "LMPK12120068"
"24645" "HMDB0032785" "LMPK12113354"
"24655" "HMDB0032797" "LMFA02020001"
"24729" "HMDB0032876" "LMPK13040015"
"24980" "HMDB0033148" "LMPK12110908"
"24998" "HMDB0033166" "LMFA07010449"
"25009" "HMDB0033177" "LMFA05000459"
"25021" "HMDB0033189" "LMPK12080033"
"25032" "HMDB0033201" "LMFA01050156"
"25098" "HMDB0033275" "LMPK12113314"
"25122" "HMDB0033306" "LMPK12111477"
"25172" "HMDB0033371" "LMPR0102010014"
"25178" "HMDB0033377" "LMFA07010593"
"25179" "HMDB0033378" "LMFA07010594"
"25321" "HMDB0033547" "LMFA12000009"
"25349" "HMDB0033577" "LMFA12000157"
"25388" "HMDB0033619" "LMFA07010438"
"25389" "HMDB0033620" "LMFA07010419"
"25407" "HMDB0033639" "LMPK12110112"
"25434" "HMDB0033676" "LMFA05000111"
"25446" "HMDB0033691" "LMPK12120246"
"25455" "HMDB0033702" "LMPK12120244"
"25464" "HMDB0033712" "LMPK12160017"
"25465" "HMDB0033713" "LMFA12000002"
"25471" "HMDB0033719" "LMFA12000008"
"25472" "HMDB0033720" "LMPK12070133"
"25473" "HMDB0033721" "LMFA11000581"
"25474" "HMDB0033722" "LMPK12090036"
"25475" "HMDB0033724" "LMFA01030036"
"25489" "HMDB0033738" "LMPK12140254"
"25492" "HMDB0033741" "LMPK12140538"
"25495" "HMDB0033745" "LMFA07010506"
"25508" "HMDB0033759" "LMPK12050448"
"25509" "HMDB0033760" "LMPK12050346"
"25511" "HMDB0033762" "LMPK12040003"
"25522" "HMDB0033774" "LMFA01020075"
"25534" "HMDB0033787" "LMPK12070064"
"25535" "HMDB0033788" "LMFA07010464"
"25537" "HMDB0033790" "LMPK13040011"
"25539" "HMDB0033792" "LMFA11000577"
"25540" "HMDB0033793" "LMFA01030452"
"25553" "HMDB0033806" "LMPK12050497"
"25563" "HMDB0033817" "LMPK12070089"
"25565" "HMDB0033819" "LMPK12112999"
"25566" "HMDB0033820" "LMPK12050383"
"25573" "HMDB0033827" "LMFA06000019"
"25577" "HMDB0033831" "LMPK12090025"
"25586" "HMDB0033840" "LMFA07040008"
"25594" "HMDB0033848" "LMFA07010454"
"25603" "HMDB0033857" "LMFA06000117"
"25605" "HMDB0033859" "LMPK12050085"
"25606" "HMDB0033860" "LMPK12050137"
"25628" "HMDB0033883" "LMPK12090047"
"25633" "HMDB0033888" "LMFA11000407"
"25635" "HMDB0033890" "LMFA07010528"
"25669" "HMDB0033924" "LMPK12050499"
"25673" "HMDB0033928" "LMPK12050463"
"25678" "HMDB0033933" "LMFA06000071"
"25685" "HMDB0033940" "LMPK12160036"
"25716" "HMDB0033973" "LMPK12030002"
"25717" "HMDB0033974" "LMPK12030003"
"25720" "HMDB0033978" "LMFA07010505"
"25721" "HMDB0033979" "LMPK12050001"
"25722" "HMDB0033980" "LMPK12050002"
"25725" "HMDB0033983" "LMPK12050493"
"25726" "HMDB0033984" "LMST01030127"
"25730" "HMDB0033989" "LMPK12050356"
"25734" "HMDB0033993" "LMPK12090031"
"25735" "HMDB0033994" "LMPK12050039"
"25742" "HMDB0034002" "LMPK12070073"
"25743" "HMDB0034003" "LMPK12070019"
"25744" "HMDB0034004" "LMPK12111552"
"25745" "HMDB0034005" "LMFA11000570"
"25748" "HMDB0034008" "LMPK12070054"
"25749" "HMDB0034009" "LMPK12070106"
"25750" "HMDB0034010" "LMPK12080007"
"25751" "HMDB0034011" "LMPK12160043"
"25752" "HMDB0034012" "LMPK12070074"
"25753" "HMDB0034013" "LMPK12070137"
"25756" "HMDB0034017" "LMPK12120120"
"25758" "HMDB0034019" "LMPK12050311"
"25759" "HMDB0034020" "LMPK12050308"
"25763" "HMDB0034024" "LMPK12080030"
"25765" "HMDB0034026" "LMPK12070116"
"25766" "HMDB0034027" "LMPK12090012"
"25778" "HMDB0034039" "LMPK12060008"
"25781" "HMDB0034043" "LMPK12010440"
"25786" "HMDB0034049" "LMPK12160013"
"25787" "HMDB0034050" "LMPK12090007"
"25788" "HMDB0034052" "LMPK12120408"
"25809" "HMDB0034074" "LMFA02000242"
"25816" "HMDB0034081" "LMST01140002"
"25833" "HMDB0034098" "LMPK12140516"
"25847" "HMDB0034112" "LMPK12070112"
"25849" "HMDB0034114" "LMPK12070132"
"25850" "HMDB0034115" "LMPK12070131"
"25860" "HMDB0034125" "LMPK12050286"
"25862" "HMDB0034127" "LMPK12050353"
"25864" "HMDB0034129" "LMPK12050067"
"25870" "HMDB0034136" "LMFA07010420"
"25871" "HMDB0034137" "LMFA07010504"
"25872" "HMDB0034140" "LMFA07010512"
"25878" "HMDB0034146" "LMFA08010003"
"25880" "HMDB0034148" "LMFA12000058"
"25885" "HMDB0034153" "LMFA07010468"
"25886" "HMDB0034154" "LMFA07010474"
"25892" "HMDB0034160" "LMPR0102010015"
"25895" "HMDB0034163" "LMFA07010575"
"25896" "HMDB0034164" "LMFA07010573"
"25897" "HMDB0034165" "LMFA07010435"
"25916" "HMDB0034184" "LMPK12080046"
"25944" "HMDB0034213" "LMPK12050479"
"25945" "HMDB0034214" "LMPK12050458"
"25965" "HMDB0034235" "LMFA12000003"
"25969" "HMDB0034239" "LMFA07010567"
"25993" "HMDB0034264" "LMPK12070117"
"25998" "HMDB0034269" "LMPK12100002"
"26000" "HMDB0034271" "LMPK13040001"
"26006" "HMDB0034278" "LMPK12111612"
"26010" "HMDB0034282" "LMFA11000585"
"26011" "HMDB0034283" "LMFA06000078"
"26012" "HMDB0034284" "LMFA11000001"
"26015" "HMDB0034287" "LMFA05000098"
"26016" "HMDB0034288" "LMFA11000005"
"26017" "HMDB0034289" "LMFA11000578"
"26023" "HMDB0034295" "LMFA02000147"
"26044" "HMDB0034317" "LMPK13040016"
"26101" "HMDB0034380" "LMFA05000003"
"26152" "HMDB0034435" "LMPK12120511"
"26153" "HMDB0034436" "LMPK12060007"
"26156" "HMDB0034439" "LMFA01030194"
"26173" "HMDB0034456" "LMFA01020188"
"26177" "HMDB0034460" "LMFA07010595"
"26262" "HMDB0034561" "LMFA06000189"
"26282" "HMDB0034581" "LMFA07010585"
"26307" "HMDB0034606" "LMFA07010413"
"26360" "HMDB0034660" "LMPK12110929"
"26396" "HMDB0034697" "LMPR0102120015"
"26425" "HMDB0034730" "LMFA07010479"
"26450" "HMDB0034761" "LMFA12000141"
"26523" "HMDB0034867" "LMPK12120299"
"26569" "HMDB0034917" "LMPK12120263"
"26580" "HMDB0034928" "LMPR0102120035"
"26585" "HMDB0034933" "LMFA05000219"
"26635" "HMDB0034985" "LMPR0102120016"
"26651" "HMDB0035002" "LMPK12120307"
"26652" "HMDB0035003" "LMPK12120295"
"26713" "HMDB0035066" "LMPK12120296"
"26717" "HMDB0035070" "LMPK12060051"
"26721" "HMDB0035074" "LMPR01070210"
"26725" "HMDB0035078" "LMPR0102010003"
"26731" "HMDB0035084" "LMPR0103330001"
"26734" "HMDB0035087" "LMPR0102120015"
"26736" "HMDB0035089" "LMPR0102090007"
"26739" "HMDB0035092" "LMPR0102010003"
"26740" "HMDB0035093" "LMPR0102010008"
"26741" "HMDB0035094" "LMPR0102010008"
"26774" "HMDB0035129" "LMPK12120308"
"26784" "HMDB0035140" "LMPR0103050001"
"26799" "HMDB0035155" "LMPR0102010016"
"26800" "HMDB0035156" "LMFA07010623"
"26801" "HMDB0035157" "LMFA07010194"
"26803" "HMDB0035159" "LMFA01030367"
"26805" "HMDB0035161" "LMPR0103060006"
"26806" "HMDB0035162" "LMPR0102090004"
"26828" "HMDB0035184" "LMPK12050248"
"26830" "HMDB0035186" "LMPK12110925"
"26831" "HMDB0035187" "LMPK12111518"
"26856" "HMDB0035214" "LMPK13040008"
"26857" "HMDB0035215" "LMFA01030422"
"26872" "HMDB0035231" "LMFA05000128"
"26879" "HMDB0035238" "LMFA07010433"
"26882" "HMDB0035241" "LMFA05000123"
"26891" "HMDB0035250" "LMPR0102120023"
"26896" "HMDB0035255" "LMPK12120106"
"27011" "HMDB0035371" "LMPK12120422"
"27055" "HMDB0035422" "LMFA07040016"
"27059" "HMDB0035428" "LMPK12120426"
"27070" "HMDB0035440" "LMPK12120536"
"27099" "HMDB0035474" "LMFA07010675"
"27125" "HMDB0035501" "LMPK12120430"
"27221" "HMDB0035601" "LMFA02020009"
"27224" "HMDB0035604" "LMPR0102090025"
"27235" "HMDB0035616" "LMPK12120436"
"27272" "HMDB0035654" "LMPR0104010025"
"27276" "HMDB0035658" "LMPR0102120012"
"27310" "HMDB0035695" "LMPR01090006"
"27352" "HMDB0035737" "LMPR0102090024"
"27353" "HMDB0035738" "LMPR0102090024"
"27358" "HMDB0035743" "LMPR0102120025"
"27374" "HMDB0035761" "LMPR0102090023"
"27376" "HMDB0035763" "LMPR0102090003"
"27383" "HMDB0035770" "LMPR0102090017"
"27403" "HMDB0035792" "LMFA11000037"
"27429" "HMDB0035820" "LMPR0102010007"
"27445" "HMDB0035836" "LMPR01070281"
"27451" "HMDB0035842" "LMPR0102010007"
"27460" "HMDB0035851" "LMPR0102090021"
"27469" "HMDB0035862" "LMPR0103030001"
"27482" "HMDB0035877" "LMFA01030264"
"27516" "HMDB0035915" "LMFA12000039"
"27527" "HMDB0035926" "LMFA12000145"
"27532" "HMDB0035931" "LMPK13040013"
"27666" "HMDB0036076" "LMPR0102120035"
"27670" "HMDB0036080" "LMPR0102090039"
"27672" "HMDB0036082" "LMPR0102090030"
"27676" "HMDB0036086" "LMPR0102090028"
"27694" "HMDB0036104" "LMPR0102010022"
"27703" "HMDB0036113" "LMPR0102120039"
"27704" "HMDB0036114" "LMPR0102120040"
"27705" "HMDB0036115" "LMPR0102120019"
"27743" "HMDB0036154" "LMPR0103060005"
"27805" "HMDB0036216" "LMFA07010448"
"27808" "HMDB0036219" "LMFA07010508"
"27817" "HMDB0036229" "LMFA07010437"
"27822" "HMDB0036234" "LMFA07010572"
"27997" "HMDB0036411" "LMPK12111027"
"28054" "HMDB0036792" "LMPR0103120001"
"28130" "HMDB0036869" "LMPR01070277"
"28184" "HMDB0036924" "LMPR01070048"
"28252" "HMDB0036994" "LMPR0102090062"
"28253" "HMDB0036995" "LMPR0102090026"
"28257" "HMDB0036999" "LMPR0102090056"
"28282" "HMDB0037024" "LMPR0102100001"
"28290" "HMDB0037032" "LMPR0106090001"
"28371" "HMDB0037116" "LMFA07040028"
"28381" "HMDB0037127" "LMFA07010397"
"28483" "HMDB0037232" "LMPK12020166"
"28490" "HMDB0037241" "LMPK12100015"
"28492" "HMDB0037243" "LMPK12111616"
"28495" "HMDB0037246" "LMPK12120490"
"28497" "HMDB0037249" "LMPK12111984"
"28503" "HMDB0037255" "LMPK12110171"
"28514" "HMDB0037267" "LMFA11000392"
"28515" "HMDB0037268" "LMFA11000598"
"28522" "HMDB0037275" "LMFA06000075"
"28556" "HMDB0037311" "LMFA07010414"
"28557" "HMDB0037312" "LMFA07010422"
"28559" "HMDB0037314" "LMPK12140533"
"28560" "HMDB0037315" "LMPK12140530"
"28561" "HMDB0037316" "LMPK12120096"
"28564" "HMDB0037319" "LMPK12120098"
"28565" "HMDB0037320" "LMPK12120434"
"28570" "HMDB0037326" "LMFA01060093"
"28574" "HMDB0037330" "LMPK12110104"
"28575" "HMDB0037331" "LMPK12110086"
"28578" "HMDB0037334" "LMPK12111474"
"28579" "HMDB0037335" "LMPK12111472"
"28583" "HMDB0037339" "LMPK12111045"
"28595" "HMDB0037351" "LMPK12112730"
"28598" "HMDB0037354" "LMPK12112411"
"28601" "HMDB0037357" "LMPK12111618"
"28620" "HMDB0037376" "LMPK12120225"
"28621" "HMDB0037377" "LMPK12120410"
"28640" "HMDB0037396" "LMFA02000128"
"28641" "HMDB0037397" "LMFA01020096"
"28670" "HMDB0037444" "LMPK12140306"
"28671" "HMDB0037445" "LMPK12140166"
"28683" "HMDB0037458" "LMPK12111367"
"28703" "HMDB0037479" "LMPK12120294"
"28705" "HMDB0037481" "LMPK12140588"
"28706" "HMDB0037482" "LMPK12140586"
"28709" "HMDB0037485" "LMPK12120223"
"28712" "HMDB0037488" "LMPK12110891"
"28713" "HMDB0037489" "LMPK12140661"
"28726" "HMDB0037505" "LMPK12120518"
"28730" "HMDB0037509" "LMPK12120306"
"28756" "HMDB0037535" "LMPK12140377"
"28763" "HMDB0037542" "LMPK12112896"
"28791" "HMDB0037570" "LMPK12111572"
"28792" "HMDB0037571" "LMPK12111479"
"28805" "HMDB0037585" "LMPK12140278"
"28818" "HMDB0037598" "LMPK12111402"
"28819" "HMDB0037599" "LMPK12111403"
"28820" "HMDB0037600" "LMPK12111447"
"28865" "HMDB0037647" "LMFA01030261"
"28868" "HMDB0037650" "LMPK12030008"
"28876" "HMDB0037658" "LMPK12030007"
"28904" "HMDB0037689" "LMPK12113345"
"28906" "HMDB0037691" "LMPK12113333"
"28907" "HMDB0037692" "LMPK12110880"
"28956" "HMDB0037742" "LMFA07040040"
"28963" "HMDB0037749" "LMPK12050505"
"28968" "HMDB0037754" "LMPK12113260"
"28969" "HMDB0037755" "LMPK12113255"
"28973" "HMDB0037759" "LMFA01170047"
"29009" "HMDB0037798" "LMFA01050341"
"29030" "HMDB0037821" "LMPR0102120043"
"29037" "HMDB0037828" "LMFA11000393"
"29039" "HMDB0037830" "LMFA01170058"
"29040" "HMDB0037831" "LMFA01170057"
"29060" "HMDB0037851" "LMPK12110431"
"29121" "HMDB0037913" "LMPK12111528"
"29126" "HMDB0037918" "LMPK12050140"
"29128" "HMDB0037920" "LMPK12050192"
"29129" "HMDB0037922" "LMPK12090010"
"29151" "HMDB0037944" "LMPK12020090"
"29152" "HMDB0037945" "LMPK12020093"
"29159" "HMDB0037953" "LMPK12020001"
"29259" "HMDB0038056" "LMFA07040045"
"29273" "HMDB0038070" "LMFA01020016"
"29299" "HMDB0038103" "LMPK12080020"
"29306" "HMDB0038110" "LMPK12050464"
"29309" "HMDB0038113" "LMPK12050459"
"29310" "HMDB0038114" "LMPK12050486"
"29323" "HMDB0038127" "LMPK12050278"
"29324" "HMDB0038128" "LMPK12080034"
"29360" "HMDB0038168" "LMPR0103480007"
"29361" "HMDB0038169" "LMPR0102010005"
"29383" "HMDB0038191" "LMFA11000629"
"29417" "HMDB0038225" "LMPK12160018"
"29429" "HMDB0038237" "LMFA01020187"
"29449" "HMDB0038259" "LMFA07010626"
"29468" "HMDB0038278" "LMFA07010592"
"29497" "HMDB0038307" "LMFA07010103"
"29498" "HMDB0038308" "LMFA11000396"
"29499" "HMDB0038309" "LMFA11000402"
"29500" "HMDB0038310" "LMFA07040017"
"29501" "HMDB0038311" "LMFA07040030"
"29544" "HMDB0038356" "LMPK12111471"
"29549" "HMDB0038361" "LMPK12020004"
"29550" "HMDB0038362" "LMPK12020117"
"29551" "HMDB0038363" "LMPK12020121"
"29552" "HMDB0038364" "LMPK12020125"
"29553" "HMDB0038365" "LMPK12020002"
"29582" "HMDB0038395" "LMPK12050197"
"29583" "HMDB0038396" "LMPK12050263"
"29584" "HMDB0038397" "LMPK12110726"
"29585" "HMDB0038398" "LMPK12112285"
"29639" "HMDB0038453" "LMPK12140197"
"29643" "HMDB0038457" "LMFA08020085"
"29656" "HMDB0038471" "LMPK12110736"
"29657" "HMDB0038472" "LMPK12110734"
"29664" "HMDB0038479" "LMPK12111978"
"29665" "HMDB0038480" "LMPK12050352"
"29666" "HMDB0038481" "LMPK12050225"
"29673" "HMDB0038488" "LMPK12050262"
"29703" "HMDB0038518" "LMPK12110174"
"29712" "HMDB0038528" "LMPK12050297"
"29739" "HMDB0038555" "LMFA02000169"
"29756" "HMDB0038572" "LMPK12113153"
"29785" "HMDB0038602" "LMFA07010197"
"29931" "HMDB0038756" "LMPK12160046"
"29985" "HMDB0038811" "LMPK12050105"
"30076" "HMDB0038902" "LMPK12050196"
"30093" "HMDB0038920" "LMFA05000540"
"30097" "HMDB0038924" "LMFA07010587"
"30141" "HMDB0038969" "LMFA07010262"
"30248" "HMDB0039078" "LMPR01070211"
"30265" "HMDB0039095" "LMFA07010176"
"30379" "HMDB0039216" "LMFA07010507"
"30455" "HMDB0039297" "LMPK12020126"
"30456" "HMDB0039298" "LMPK12020127"
"30485" "HMDB0039327" "LMPK12020106"
"30486" "HMDB0039328" "LMPK12020094"
"30535" "HMDB0039377" "LMPK12130066"
"30596" "HMDB0039439" "LMPK13090009"
"30688" "HMDB0039533" "LMFA01050160"
"30689" "HMDB0039534" "LMFA05000037"
"30695" "HMDB0039540" "LMFA01050080"
"30773" "HMDB0039618" "LMFA07010417"
"30774" "HMDB0039619" "LMFA07010673"
"30775" "HMDB0039620" "LMFA07010418"
"30885" "HMDB0039731" "LMPK12111590"
"30886" "HMDB0039732" "LMPK12112286"
"30924" "HMDB0039770" "LMFA06000032"
"30929" "HMDB0039775" "LMPK12140450"
